,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
23,"Too Good At Goodbyes","Sam Smith",59286,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
24,Anywhere,"Rita Ora",58904,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
25,"I Miss You (feat. Julia Michaels)","Clean Bandit",58321,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
26,"Reggaetón Lento (Remix)",CNCO,58059,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF
27,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",56469,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
28,Merry,"Nafthaly Ramona",54416,https://open.spotify.com/track/3hHHaTr65mG7bpApRW5CZQ
29,"Him & I (with Halsey)",G-Eazy,54322,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
30,"16 Million",Frenna,53095,https://open.spotify.com/track/3AkhtRarPRwQ2lAzvnH64n
31,"Dusk Till Dawn - Radio Edit",ZAYN,52215,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
32,Krantenwijk,"Lil Kleine",49717,https://open.spotify.com/track/1X8py2jInjgIQ9Y9roDQZC
33,"Net Iets Meer","Lil Kleine",48752,https://open.spotify.com/track/2SdXCB4OPo6J6Yc7V249pS
34,"Feel It Still","Portugal. The Man",48602,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
35,"Hop Hop Hop","Lil Kleine",48223,https://open.spotify.com/track/2WM1QOmbn4TP0ZFcNOsj2x
36,Loterij,"Lil Kleine",47441,https://open.spotify.com/track/260azNxQzQIloG7OpjQtTC
37,Architect,"Jonna Fraser",47409,https://open.spotify.com/track/3UPsdBBqs9vnVF0fYTGA8n
38,"Happy New Year",ABBA,47369,https://open.spotify.com/track/4oUfwAQJZGPufJHHzUNByB
39,Energie,"Ronnie Flex",46318,https://open.spotify.com/track/1riPE3NCV1OBmSXqpYiMJY
40,"All Falls Down (feat. Juliander)","Alan Walker",45350,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
41,"Gucci Gang","Lil Pump",45144,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
42,"More Than You Know","Axwell /\ Ingrosso",44296,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
43,"Ride Or Die",Josylvio,42429,https://open.spotify.com/track/7sMPXHS84uuTGeb21IgXnU
44,"Symphony (feat. Zara Larsson)","Clean Bandit",41957,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
45,Unforgettable,"French Montana",41943,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
46,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",41328,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
47,Traag,Bizzey,40743,https://open.spotify.com/track/7shAADk9RbPvnwCSkjctFJ
48,"Lovely Body",SFB,40585,https://open.spotify.com/track/65ExBcuMthmxRVnPVvWCe3
49,#JM,Broederliefde,40481,https://open.spotify.com/track/43pg0oNIUwWBCFGZSkomaE
50,"How Long","Charlie Puth",39813,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
51,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",38370,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
52,Thunder,"Imagine Dragons",36443,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
53,Tranquille,"Soufiane Eddyani",34451,https://open.spotify.com/track/4wszsRzYmEcVCcCmbYHynZ
54,Zoutelande,BLØF,34323,https://open.spotify.com/track/1rQfM1l1gcZF1tKJtLYRnm
55,"Échame La Culpa","Luis Fonsi",34117,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
56,Cartier,Dopebwoy,32834,https://open.spotify.com/track/18B3AG7KK2hSjL0UY6EjUB
57,"Whatever It Takes","Imagine Dragons",32619,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
58,"Come Again","Ronnie Flex",32458,https://open.spotify.com/track/0bWzmIbEKh0xFRb1pTSQAw
59,Leef,"André Hazes Jr.",31935,https://open.spotify.com/track/7jfy5GJjyoAOvDSCw9cir3
60,"Something Just Like This","The Chainsmokers",31478,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
61,"Lonely Together (feat. Rita Ora)",Avicii,31220,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
62,"Mi Gente","J Balvin",30914,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
63,"Despacito - Remix","Luis Fonsi",30873,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
64,Habiba,Boef,30806,https://open.spotify.com/track/6G41AeVgQkpvEbTxN5fNkW
65,"Op De Weg (feat. Adje & CHO)",Equalz,29623,https://open.spotify.com/track/7D973n9XquEXreSZOvAhOs
66,"Op Me Monnie","Famke Louise",28160,https://open.spotify.com/track/0eki4ryWM1aGA5596xT2Hx
67,"Sunny Days","Armin van Buuren",27682,https://open.spotify.com/track/6cHYdlHO65h3Dtt2pPKmBF
68,"Galway Girl","Ed Sheeran",27482,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
69,Mama,"Jonas Blue",27183,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
70,"Too Much To Ask","Niall Horan",26924,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
71,"Mind Made Up",Wulf,26746,https://open.spotify.com/track/5wrDrajYZSJqta7rJBvcJV
72,"There's Nothing Holdin' Me Back","Shawn Mendes",26540,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
73,"Voy a Bailar (feat. Boef & Rolf Sanchez)","Ali B",26505,https://open.spotify.com/track/6h8Vwpox9ARTx8DIxn5PD6
74,Alleen,"Lil Kleine",26082,https://open.spotify.com/track/1VDFn1PCpp8EOXLMURS8kP
75,Attention,"Charlie Puth",26079,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
76,"Stop Met Typen",Equalz,25954,https://open.spotify.com/track/2fBHmGi4cnKynlXd7P6GZD
77,"Walk On Water (feat. Beyoncé)",Eminem,25750,https://open.spotify.com/track/5PIBgH1cUFwu5IiUk9tnN9
78,"It Ain't Me (with Selena Gomez)",Kygo,25741,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
79,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",24683,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
80,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",24368,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
81,Paranoia,Glades,24315,https://open.spotify.com/track/7y1v8iaytOstydxjWP7rWk
82,Littekens,Boef,24261,https://open.spotify.com/track/6NoEA8HppOprdER4kv2tAh
83,"Say You Won't Let Go","James Arthur",24235,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
84,"I Fall Apart","Post Malone",24117,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
85,VROOM,"Famke Louise",24007,https://open.spotify.com/track/1JVBWi7RXdqEjIy3vKTXgG
86,"Your Song","Rita Ora",23655,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
87,"Way It Goes",SFB,23493,https://open.spotify.com/track/6N9FSZAEYdWG7rhW8XXbUg
88,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",23480,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
89,"Dirty Sexy Money (feat. Charli XCX & French Montana)","David Guetta",23094,https://open.spotify.com/track/0tPQPaOKM32WgMSbPCYyRH
90,"Glorious (feat. Skylar Grey)",Macklemore,22847,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
91,Believer,"Imagine Dragons",22566,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
92,"Money Money (feat. Bollebof)",F1rstman,22538,https://open.spotify.com/track/18CkDfMW10KhueHaqAFgWK
93,"Without You (feat. Sandro Cavazza)",Avicii,22485,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
94,"Slow Hands","Niall Horan",22315,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
95,"Is Dit Over","Ronnie Flex",22308,https://open.spotify.com/track/0fsmTJldWyMkaCWTWt68yq
96,"Badman Ollo",Bizzey,22268,https://open.spotify.com/track/4uFilJdTcMu9A7R4pVIKoF
97,"Wanna Be Mine",Frenna,22234,https://open.spotify.com/track/6bNzyAWKpKRl7A6U2iorzU
98,"Bohemian Rhapsody - Remastered 2011",Queen,22227,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY
99,"Love Song (feat. Frenna)",Equalz,22216,https://open.spotify.com/track/3Ap4gurnSKvitE1TXMlrID
100,"In God We Trust",SBMG,22110,https://open.spotify.com/track/4b2foVvdxZ8OhrsevMmiRl
101,"2U (feat. Justin Bieber)","David Guetta",22081,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
102,Sterrenstof,"De Jeugd Van Tegenwoordig",22080,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
103,"Avec Me",Latifah,22060,https://open.spotify.com/track/0aKgCvKsrq5ELNSG3UiST7
104,"Mi No Dansi",Broederliefde,22005,https://open.spotify.com/track/4wUfHyRi6lepKoUDrjrmpu
105,"Piano Man","Billy Joel",21923,https://open.spotify.com/track/78WVLOP9pN0G3gRLFy1rAa
106,1-800-273-8255,Logic,21900,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
107,"Hotel California - 2013 Remaster",Eagles,21525,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv
108,"XO Tour Llif3","Lil Uzi Vert",21478,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
109,Weak,AJR,21442,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv
110,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",21311,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
111,"4x Duurder",SBMG,21272,https://open.spotify.com/track/2GmVap1TUXocIewXZRaRo7
112,"There for You","Martin Garrix",21270,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
113,Keskiednis,Broederliefde,21027,https://open.spotify.com/track/1TukupQUdHjyrUIKZxhIrB
114,"1 Op 1 (feat. SBMG)",Equalz,20849,https://open.spotify.com/track/3deiVmpBZY5Bn3EI0N8dc6
115,Africa,TOTO,20734,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
116,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",20376,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
117,"On My Way",Latifah,20365,https://open.spotify.com/track/1v3fyyGJRlblbobabiXxIs
118,Geldverslaafd,Ismo,20361,https://open.spotify.com/track/3cP4ESQPcVLcYJg5wM0LH0
119,"No Limit",G-Eazy,20304,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
120,Stay,Zedd,20271,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
121,Mamacita,Leafs,20232,https://open.spotify.com/track/5vHoK2rfXUTECtP7YHoEOu
122,Questions,"Chris Brown",20087,https://open.spotify.com/track/3ojTJaonfkL96iIWa47SU3
123,Rain,"The Script",19982,https://open.spotify.com/track/2QWP8NYYplOqEFBYGCcq0S
124,"C'est la vie","The Partysquad",19682,https://open.spotify.com/track/3Ri4BMe03irzuJQQdXAh7U
125,Party,"Jonna Fraser",19640,https://open.spotify.com/track/5bznfV59JXjzobL625Da2v
126,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",19558,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
127,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",19428,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
128,"Strip That Down","Liam Payne",19231,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
129,"Alles In",Broederliefde,19228,https://open.spotify.com/track/5nCh1ndK8yigIS1HnygeDg
130,"Castle on the Hill","Ed Sheeran",19147,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
131,"Pull Up Game Strong",SBMG,19141,https://open.spotify.com/track/2ar7h324zj4zNLHQa3Dipm
132,"Slapend Rijk",Boef,18871,https://open.spotify.com/track/3PiDnD8RhPrlmzMpAgF9xK
133,"Als Ik Naar Huis Ga",Hef,18821,https://open.spotify.com/track/4Kj24PuzbD6vrDDTExQ7nz
134,Congratulations,"Post Malone",18784,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
135,Homesick,"Dua Lipa",18266,https://open.spotify.com/track/5E5MqaS6eOsbaJibl3YeMZ
136,September,"Earth, Wind & Fire",18208,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ
137,"Blow It All",Bizzey,18142,https://open.spotify.com/track/1k18FcU8nC4Bs0SSLbeslg
138,Obesitas,"Ali B",18119,https://open.spotify.com/track/4eLhKlJiNVpelrBX66ouIn
139,"Billie Jean","Michael Jackson",18018,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5
140,"Buurt Heet (feat. Mula B)",Lijpe,18016,https://open.spotify.com/track/7J55j5I6XOMB2aG52hrvtg
141,"Friends (with BloodPop®)","Justin Bieber",17795,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
142,OK,"Robin Schulz",17759,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
143,Gunman,Vic9,17703,https://open.spotify.com/track/4nnW0IqcUw4O4pW09aMjTa
144,"Scared to Be Lonely","Martin Garrix",17668,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
145,"Bartier Cardi (feat. 21 Savage)","Cardi B",17472,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
146,"A Different Way (with Lauv)","DJ Snake",17337,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
147,"Young Dumb & Broke",Khalid,17313,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
148,"Nu Al Miljonair",Kalvijn,17262,https://open.spotify.com/track/6azERPaaeP28tyFfBPkRib
149,"Up Till Dawn (On The Move)","Lucas & Steve",17261,https://open.spotify.com/track/0tnpz1mvcQdDASkjUdHChV
150,"One Dance",Drake,17200,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
151,"Sultans Of Swing","Dire Straits",17030,https://open.spotify.com/track/3LTMnFa0hhwisyq6ILahyj
152,"Next Move",Broederliefde,16980,https://open.spotify.com/track/3TzN97oYFtGzkvFACcv4lN
153,Oceaan,Racoon,16957,https://open.spotify.com/track/4AUASx1KCTQFmpHu7qq6Kr
154,"Hey Ya!",OutKast,16915,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM
155,"Fix You",Coldplay,16911,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
156,"No Promises (feat. Demi Lovato)","Cheat Codes",16788,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
157,"Candy Paint","Post Malone",16764,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
158,Afstand,Dopebwoy,16693,https://open.spotify.com/track/5G0pYxtkPPOS9zBsR4DUPw
159,HUMBLE.,"Kendrick Lamar",16515,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
160,"I Want You Back","The Jackson 5",16409,https://open.spotify.com/track/3b0EOvScbZUc0qJx0E1L2z
161,"Ciao Adios",Anne-Marie,16333,https://open.spotify.com/track/3EfugazgSddQvzZpkof5I4
162,"Thinking out Loud","Ed Sheeran",16289,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
163,Downtown,Anitta,16149,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
164,"Cocaina - Remix",Kempi,16117,https://open.spotify.com/track/6OpKBghxyHSJ9lqqJ4EkJu
165,Sorry,Kensington,16047,https://open.spotify.com/track/39HyltGRsg2q0s5PMA9ala
166,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack","Bee Gees",15986,https://open.spotify.com/track/6pyzBTIjcO2AMkKE6x2Otb
167,"Sweet Home Alabama","Lynyrd Skynyrd",15769,https://open.spotify.com/track/4CJVkjo5WpmUAKp3R44LNb
168,"Stairway to Heaven - 2012 Remaster","Led Zeppelin",15641,https://open.spotify.com/track/5CQ30WqJwcep0pYcV4AMNc
169,Sugardaddy,Broederliefde,15527,https://open.spotify.com/track/2ZhK2QEmcnyy4tgDT34bu5
170,"Pak Alles",Ismo,15473,https://open.spotify.com/track/5KAMxVExjMUz1P5CYG985E
171,"Kind Van De Duivel",Jebroer,15321,https://open.spotify.com/track/4tM13V5qVHM6nKTx7aMWVj
172,"First Time",Kygo,15276,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
173,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",15273,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
174,"Doe Rustig!",Lijpe,15269,https://open.spotify.com/track/3GpH5Vdf5AOjkkf9Uo7kvd
175,"Me Rehúso","Danny Ocean",15171,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
176,Brabant,"Guus Meeuwis",14950,https://open.spotify.com/track/0GiWi4EkPduFWHQyhiKpRB
177,"Tempo (feat. Sevn Alias, Bko & Boef)",Jairzinho,14940,https://open.spotify.com/track/2YeKWxs3kfBFt7UduCEXub
178,"Came Here for Love",Sigala,14934,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD
179,"Darbas (feat. LouiVos & Mula B)",3robi,14895,https://open.spotify.com/track/6anjzIBM1yDp7PnvRbXLZM
180,"Wonderwall - Remastered",Oasis,14871,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
181,Trabajo,Murda,14840,https://open.spotify.com/track/10bLXNSAizFC9cNAogDXUQ
182,"Viva La Vida",Coldplay,14771,https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b
183,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",14694,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
184,"24K Magic","Bruno Mars",14651,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
185,"Kleine Jongen","Andre Hazes",14627,https://open.spotify.com/track/6vzj8d0yOzg3ELH2T4u0CC
186,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",14596,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
187,"Super Heet - Sprintsessie",Lijpe,14543,https://open.spotify.com/track/2CRKcpU6VqHtPQKwWhbxKh
188,"Kleine Jongen","Lil Kleine",14528,https://open.spotify.com/track/0Ub2WcpO3sjeDPZhc1iRoa
189,"Liegen Voor Jou","Lil Kleine",14502,https://open.spotify.com/track/1Tdjuqth02Y1CNeVMb6UwZ
190,Avond,"Boudewijn de Groot",14401,https://open.spotify.com/track/3n3F07lHLyRKwqg4q64eYA
191,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",14344,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
192,"Bloed, Zweet En Tranen","Andre Hazes",14263,https://open.spotify.com/track/5ZLkc5RY1NM4FtGWEd6HOE
193,Malibu,"Miley Cyrus",14161,https://open.spotify.com/track/1UZOjK1BwmwWU14Erba9CZ
194,"If I'm Lucky","Jason Derulo",14160,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh
195,"Where's My Love",SYML,14092,https://open.spotify.com/track/3XRDrBtoCJAMDQJgSzJ9WT
196,"Dancing Queen",ABBA,14064,https://open.spotify.com/track/01iyCAUm8EvOFqVWYJ3dVX
197,"Life Is Geen Game",Hef,14047,https://open.spotify.com/track/0xU1FOnoHwTjcXSQL0ACXC
198,Hoop,Hef,13953,https://open.spotify.com/track/0JszN2GHBi5FRasZKpKXTy
199,"Never Be the Same","Camila Cabello",13952,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
200,"Bank Account","21 Savage",13890,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
